instance pathlad vf2 ri
phase-30-150-0.52-0.54-0.56-4 NaN 3600.01 3600.03
phase-30-150-0.52-0.54-0.56-5 365.135 3600.01 18.6921
phase-30-150-0.52-0.54-0.56-6 NaN 3600.01 3600.02
phase-30-150-0.52-0.54-0.56-7 NaN 3600.01 3600.03
phase-30-150-0.52-0.54-0.56-8 2.75648 3600.01 0.119826
phase-30-150-0.54-0.56-0.58-1 NaN 3600.01 3600.03
phase-30-150-0.54-0.56-0.58-2 NaN 3600.01 3600.03
phase-30-150-0.54-0.56-0.58-3 NaN 3600.01 3600.02
phase-30-150-0.54-0.56-0.58-4 NaN 3600.01 3600.03
phase-30-150-0.54-0.56-0.58-5 NaN 3600.01 3600.03
phase-30-150-0.54-0.56-0.58-6 NaN 3600.01 3600.03
phase-30-150-0.54-0.56-0.58-7 NaN 3600.01 3600.02
phase-30-150-0.54-0.56-0.58-8 NaN 3600.01 3600.07
phase-30-150-0.56-0.56-0.60-1 NaN 3600.01 3600.03
phase-30-150-0.56-0.56-0.60-2 NaN 3600.01 3600.03
phase-30-150-0.56-0.56-0.60-3 NaN 3600.01 3600.03
phase-30-150-0.56-0.56-0.60-4 NaN 3600.01 3600.03
phase-30-150-0.56-0.56-0.60-5 NaN 3600.01 3600.03
phase-30-150-0.56-0.56-0.60-6 NaN 3600.01 859.45
phase-30-150-0.56-0.56-0.60-7 NaN 3600.01 3600.03
phase-30-150-0.56-0.56-0.60-8 NaN 3600.01 3600.03
phase-30-150-0.60-0.58-0.62-1 NaN 3600.01 3600.03
phase-30-150-0.60-0.58-0.62-2 NaN 3600.01 3600.03
phase-30-150-0.60-0.58-0.62-3 NaN 3600.01 3600.02
phase-30-150-0.60-0.58-0.62-4 3602.5 3600.01 3600.03
phase-30-150-0.60-0.58-0.62-5 NaN 3600.01 3600.03
phase-30-150-0.60-0.58-0.62-6 NaN 3600.01 3600.03
phase-30-150-0.60-0.58-0.62-7 NaN 3600.01 3600.03
phase-30-150-0.60-0.58-0.62-8 NaN 3600.01 3600.02
phase-30-150-0.64-0.62-0.64-1 NaN 3600.01 3600.03
phase-30-150-0.64-0.62-0.64-2 NaN 3600.01 3600.03
phase-30-150-0.64-0.62-0.64-3 NaN 3600.01 3600.03
phase-30-150-0.64-0.62-0.64-4 3531.24 3600.01 3600.03
phase-30-150-0.64-0.62-0.64-5 NaN 3600.01 3600.03
phase-30-150-0.64-0.62-0.64-6 NaN 3600.01 3600.03
phase-30-150-0.64-0.62-0.64-7 NaN 3600.01 3600.03
phase-30-150-0.64-0.62-0.64-8 NaN 3600.01 3600.03
phase-30-150-0.66-0.64-0.66-1 NaN 3600.01 3600.03
phase-30-150-0.66-0.64-0.66-2 NaN 3600.01 3600.03
phase-30-150-0.66-0.64-0.66-3 NaN 3600.01 3600.03
phase-30-150-0.66-0.64-0.66-4 NaN 3600.01 3600.03
phase-30-150-0.66-0.64-0.66-5 NaN 3600.01 3600.03
phase-30-150-0.66-0.64-0.66-6 NaN 3600.01 3600.03
phase-30-150-0.66-0.64-0.66-7 NaN 3600.01 3600.03
phase-30-150-0.66-0.64-0.66-8 NaN 3600.01 3600.03
phase-30-150-0.68-0.64-0.68-1 NaN 3600.01 3600.02
phase-30-150-0.68-0.64-0.68-2 NaN 3600.01 3600.03
phase-30-150-0.68-0.64-0.68-3 NaN 3600.01 3600.03
phase-30-150-0.68-0.64-0.68-4 NaN 3600.01 3600.03
phase-30-150-0.68-0.64-0.68-5 NaN 3600.01 3600.02
phase-30-150-0.68-0.64-0.68-6 2826.45 3600.01 1028.93
phase-30-150-0.68-0.64-0.68-7 NaN 3600.01 3600.03
phase-30-150-0.68-0.64-0.68-8 NaN 3600.01 3600.03
phase-30-150-0.70-0.66-0.70-1 NaN 3600.01 3600.03
phase-30-150-0.70-0.66-0.70-2 988.629 3600.01 3600.03
phase-30-150-0.70-0.66-0.70-3 NaN 3600.01 3600.02
phase-30-150-0.70-0.66-0.70-4 NaN 3600.01 3600.03
phase-30-150-0.70-0.66-0.70-5 NaN 3600.01 3600.03
phase-30-150-0.70-0.66-0.70-6 NaN 3600.01 3600.03
phase-30-150-0.70-0.66-0.70-7 787.072 3600.01 3600.02
phase-30-150-0.70-0.66-0.70-8 NaN 3600.01 3600.03
phase-30-150-0.72-0.66-0.70-1 NaN 3600.01 3600.03
phase-30-150-0.72-0.66-0.70-2 NaN 3600.01 3600.03
phase-30-150-0.72-0.66-0.70-3 NaN 3600.01 3600.03
phase-30-150-0.72-0.66-0.70-4 2500.72 3600.01 3600.03
phase-30-150-0.72-0.66-0.70-5 NaN 3600.01 3600.02
phase-30-150-0.72-0.66-0.70-6 NaN 3600.01 3600.03
phase-30-150-0.72-0.66-0.70-7 NaN 3600.01 3600.03
phase-30-150-0.72-0.66-0.70-8 NaN 3600.02 3600.03
phase-30-150-0.74-0.68-0.70-1 NaN 3600.01 3600.03
phase-30-150-0.74-0.68-0.70-2 NaN 3600.01 3600.02
phase-30-150-0.74-0.68-0.70-3 NaN 3600.01 3600.03
phase-30-150-0.74-0.68-0.70-4 NaN 3600.01 3600.03
phase-30-150-0.74-0.68-0.70-5 NaN 3600.01 3600.02
phase-30-150-0.74-0.68-0.70-6 NaN 3600.01 3600.03
phase-30-150-0.74-0.68-0.70-7 NaN 3600.01 3600.03
phase-30-150-0.74-0.68-0.70-8 NaN 3600.01 3600.03
phase-30-150-0.76-0.70-0.72-1 NaN 3600.01 3600.03
phase-30-150-0.76-0.70-0.72-2 NaN 3600.01 3600.03
phase-30-150-0.76-0.70-0.72-3 NaN 3600.01 3600.03
phase-30-150-0.76-0.70-0.72-4 2493.65 3600.01 225.242
phase-30-150-0.76-0.70-0.72-5 NaN 3600.02 3600.03
phase-30-150-0.76-0.70-0.72-6 NaN 3600.01 3600.02
phase-30-150-0.76-0.70-0.72-7 0.609945 3600.01 942.391
phase-30-150-0.76-0.70-0.72-8 NaN 3600.01 3600.03
phase-30-150-0.78-0.72-0.74-1 NaN 3600.01 3600.03
phase-30-150-0.78-0.72-0.74-2 NaN 3600.01 3600.03
phase-30-150-0.78-0.72-0.74-3 NaN 3600.01 3600.03
phase-30-150-0.78-0.72-0.74-4 NaN 3600.01 3600.02
phase-30-150-0.78-0.72-0.74-5 NaN 3600.01 3600.02
phase-30-150-0.78-0.72-0.74-6 3113.12 3600.01 3600.03
phase-30-150-0.78-0.72-0.74-7 NaN 3600.01 3600.03
phase-30-150-0.78-0.72-0.74-8 NaN 3600.01 3600.03
phase-30-150-0.80-0.72-0.74-1 NaN 3600.01 3600.03
phase-30-150-0.80-0.72-0.74-2 NaN 3600.01 3600.02
phase-30-150-0.80-0.72-0.74-3 NaN 3600.01 3600.03
phase-30-150-0.80-0.72-0.74-4 NaN 3600.01 3600.02
phase-30-150-0.80-0.72-0.74-5 NaN 3600.01 3600.02
phase-30-150-0.80-0.72-0.74-6 2.54045 3600.01 102.706
phase-30-150-0.80-0.72-0.74-7 NaN 3600.01 3600.03
phase-30-150-0.80-0.72-0.74-8 NaN 3600.01 3600.03
phase-30-150-0.82-0.74-0.76-1 2.08736 3600.01 3600.03
phase-30-150-0.82-0.74-0.76-2 NaN 3600.01 3600.03
phase-30-150-0.82-0.74-0.76-3 NaN 3600.01 3600.03
phase-30-150-0.82-0.74-0.76-4 NaN 3600.01 3600.02
phase-30-150-0.82-0.74-0.76-5 NaN 3600.01 3600.03
phase-30-150-0.82-0.74-0.76-6 NaN 3600.01 3600.03
phase-30-150-0.82-0.74-0.76-7 NaN 3600.01 3600.03
phase-30-150-0.82-0.74-0.76-8 985.869 3600.01 3600.03
phase-30-150-0.84-0.74-0.76-1 16.059 3600.01 765.239
phase-30-150-0.84-0.74-0.76-2 NaN 3600.01 3600.03
phase-30-150-0.84-0.74-0.76-3 NaN 3600.01 3600.02
phase-30-150-0.84-0.74-0.76-4 NaN 3600.02 3600.03
phase-30-150-0.84-0.74-0.76-5 NaN 3600.01 3600.03
phase-30-150-0.84-0.74-0.76-6 NaN 3600.01 3600.03
phase-30-150-0.84-0.74-0.76-7 NaN 3600.01 3600.03
phase-30-150-0.84-0.74-0.76-8 NaN 3600.01 3600.03
phase-30-150-0.84-0.76-0.76-1 NaN 3600.01 3600.03
phase-30-150-0.84-0.76-0.76-2 NaN 3600.01 3600.02
phase-30-150-0.84-0.76-0.76-3 21.6293 3600.01 3600.02
phase-30-150-0.84-0.76-0.76-4 NaN 3600.01 3600.02
phase-30-150-0.84-0.76-0.76-5 NaN 3600.01 3600.03
phase-30-150-0.84-0.76-0.76-6 1389.7 3600.02 3600.03
phase-30-150-0.84-0.76-0.76-7 NaN 3600.01 3600.02
phase-30-150-0.84-0.76-0.76-8 NaN 3600.01 3600.03
phase-30-150-0.86-0.76-0.78-1 NaN 3600.01 3600.03
phase-30-150-0.86-0.76-0.78-2 NaN 3600.01 3600.03
phase-30-150-0.86-0.76-0.78-3 NaN 3600.01 3600.03
phase-30-150-0.86-0.76-0.78-4 NaN 3600.01 2086.33
phase-30-150-0.86-0.76-0.78-5 1441.65 3600.01 3600.03
phase-30-150-0.86-0.76-0.78-6 114.418 3600.01 3600.03
phase-30-150-0.86-0.76-0.78-7 273.77 3600.01 3600.03
phase-30-150-0.86-0.76-0.78-8 2174.12 3600.01 3600.03
all-meshes-CVIU11-pattern1-target1 0.0138116 0.0222151 0.0511836
all-meshes-CVIU11-pattern1-target10 0.0160624 0.100541 0.0397464
all-meshes-CVIU11-pattern1-target100 0.369975 0.615722 0.149189
all-meshes-CVIU11-pattern1-target102 0.119433 0.119919 0.106326
all-meshes-CVIU11-pattern1-target103 0.256402 3600.02 0.4962
all-meshes-CVIU11-pattern1-target104 0.00420284 0.0058796 0.025862
all-meshes-CVIU11-pattern1-target106 0.0124599 0.012745 0.0377877
all-meshes-CVIU11-pattern1-target107 0.262315 0.211456 0.213893
all-meshes-CVIU11-pattern1-target108 0.0219335 0.0253866 0.0476749
all-meshes-CVIU11-pattern1-target109 0.00970765 0.0134552 0.0343098
all-meshes-CVIU11-pattern1-target11 0.00646579 0.00881563 0.0333579
all-meshes-CVIU11-pattern1-target110 0.0137372 0.113502 0.0331668
all-meshes-CVIU11-pattern1-target111 0.0257816 0.0267181 0.0574466
all-meshes-CVIU11-pattern1-target112 0.150352 3600.02 0.361127
all-meshes-CVIU11-pattern1-target113 0.0258084 0.368921 0.0661673
all-meshes-CVIU11-pattern1-target114 0.0123511 0.0199503 0.0379876
all-meshes-CVIU11-pattern1-target115 0.00596423 0.00748518 0.0326815
all-meshes-CVIU11-pattern1-target116 0.00538052 0.00681125 0.0274074
all-meshes-CVIU11-pattern1-target117 0.00514073 0.00795727 0.0308186
all-meshes-CVIU11-pattern1-target118 0.00396947 0.00648857 0.0270895
all-meshes-CVIU11-pattern1-target119 0.0175028 0.0204428 0.071182
all-meshes-CVIU11-pattern1-target12 0.00435639 0.00541333 0.0267075
all-meshes-CVIU11-pattern1-target120 0.0134011 0.0121125 0.0478515
all-meshes-CVIU11-pattern1-target121 0.00469057 0.00538344 0.0362131
all-meshes-CVIU11-pattern1-target122 0.00916947 0.0087815 0.0532923
all-meshes-CVIU11-pattern1-target123 0.00720793 0.00907772 0.0328626
all-meshes-CVIU11-pattern1-target124 0.0731587 0.0866809 0.110284
all-meshes-CVIU11-pattern1-target125 0.0171225 0.0197268 0.0674519
all-meshes-CVIU11-pattern1-target126 0.399527 0.27574 0.159901
all-meshes-CVIU11-pattern1-target127 0.0111981 0.0109552 0.0707296
all-meshes-CVIU11-pattern1-target128 0.00377671 0.00667358 0.0247404
all-meshes-CVIU11-pattern1-target129 0.302131 0.170138 0.879053
all-meshes-CVIU11-pattern1-target13 0.030329 0.0340447 0.0678796
all-meshes-CVIU11-pattern1-target130 0.102661 0.0771994 0.326319
all-meshes-CVIU11-pattern1-target131 0.027724 0.0476266 0.0440624
all-meshes-CVIU11-pattern1-target132 0.0815351 0.0945629 0.251972
all-meshes-CVIU11-pattern1-target133 0.084438 0.0610552 0.201893
all-meshes-CVIU11-pattern1-target134 0.594475 0.23057 0.181114
all-meshes-CVIU11-pattern1-target135 0.00550518 0.00630022 0.0278187
all-meshes-CVIU11-pattern1-target136 0.104452 0.0996031 0.0927409
all-meshes-CVIU11-pattern1-target137 0.0216891 0.0252709 0.0461536
all-meshes-CVIU11-pattern1-target138 0.0254284 0.0942454 0.0490653
all-meshes-CVIU11-pattern1-target139 0.394593 0.346142 0.550982
all-meshes-CVIU11-pattern1-target14 0.00750492 0.0116521 0.0390674
all-meshes-CVIU11-pattern1-target140 0.0206912 0.0224026 0.0798268
all-meshes-CVIU11-pattern1-target141 0.0343538 0.0265993 0.0970487
all-meshes-CVIU11-pattern1-target143 0.00612891 0.0340687 0.0276278
all-meshes-CVIU11-pattern1-target144 0.00936007 0.0141461 0.04602
all-meshes-CVIU11-pattern1-target145 0.0174019 11.2331 0.0605279
all-meshes-CVIU11-pattern1-target146 0.0352444 0.0303132 0.0480305
all-meshes-CVIU11-pattern1-target147 0.0212054 0.0367079 0.0741989
all-meshes-CVIU11-pattern1-target148 0.0537635 0.0523529 0.134603
all-meshes-CVIU11-pattern1-target149 0.0239799 0.028327 0.102853
all-meshes-CVIU11-pattern1-target15 0.0341167 0.0304052 0.055826
all-meshes-CVIU11-pattern1-target150 0.185307 0.169556 0.136264
all-meshes-CVIU11-pattern1-target151 0.00967909 0.0283855 0.0378941
all-meshes-CVIU11-pattern1-target152 0.164528 0.162325 0.153663
all-meshes-CVIU11-pattern1-target153 0.0043788 0.00560599 0.027465
all-meshes-CVIU11-pattern1-target154 0.0301289 0.763208 0.0471042
all-meshes-CVIU11-pattern1-target155 0.053279 0.0514988 0.189296
all-meshes-CVIU11-pattern1-target156 0.120342 0.120398 0.105128
all-meshes-CVIU11-pattern1-target157 0.0441511 0.0375353 0.0864041
all-meshes-CVIU11-pattern1-target158 0.169655 0.156282 0.163725
all-meshes-CVIU11-pattern1-target159 0.00506785 0.00699368 0.0273272
all-meshes-CVIU11-pattern1-target16 0.0447525 0.0395313 0.0548874
all-meshes-CVIU11-pattern1-target160 0.0160741 0.0187248 0.0596065
all-meshes-CVIU11-pattern1-target161 0.0387362 0.0409447 0.0471825
all-meshes-CVIU11-pattern1-target162 0.117465 0.221425 0.289737
all-meshes-CVIU11-pattern1-target163 0.0456177 0.14986 0.167777
all-meshes-CVIU11-pattern1-target164 0.0448832 0.0505391 0.137105
all-meshes-CVIU11-pattern1-target165 0.00681231 0.0129268 0.0279379
all-meshes-CVIU11-pattern1-target166 0.00394394 0.00648819 0.0263401
all-meshes-CVIU11-pattern1-target167 0.0899603 0.0702887 0.089623
all-meshes-CVIU11-pattern1-target168 0.0181431 0.0184734 0.0434775
all-meshes-CVIU11-pattern1-target169 0.143649 0.168438 0.176579
all-meshes-CVIU11-pattern1-target17 0.0458985 0.0414137 0.058449
all-meshes-CVIU11-pattern1-target170 0.0115389 0.0126115 0.0321015
all-meshes-CVIU11-pattern1-target171 0.0159302 0.0133868 0.0356374
all-meshes-CVIU11-pattern1-target172 0.0155703 0.0109705 0.0340095
all-meshes-CVIU11-pattern1-target173 0.0154669 0.0232434 0.0606016
all-meshes-CVIU11-pattern1-target174 0.0112833 0.00996604 0.033064
all-meshes-CVIU11-pattern1-target175 0.00538147 0.00721759 0.0274074
all-meshes-CVIU11-pattern1-target176 0.00435531 0.00678971 0.0269313
all-meshes-CVIU11-pattern1-target177 0.011779 0.0131408 0.0327566
all-meshes-CVIU11-pattern1-target178 0.0141025 0.0321758 0.0401404
all-meshes-CVIU11-pattern1-target179 0.00595319 0.00976864 0.037728
all-meshes-CVIU11-pattern1-target18 0.02993 0.028696 0.0412811
all-meshes-CVIU11-pattern1-target180 0.0140166 0.0174271 0.0477848
all-meshes-CVIU11-pattern1-target181 0.00787107 0.013021 0.0393911
all-meshes-CVIU11-pattern1-target182 0.0182102 0.0151184 0.0420811
all-meshes-CVIU11-pattern1-target184 0.00658115 0.00741985 0.0294422
all-meshes-CVIU11-pattern1-target185 0.266433 3600.02 0.534776
all-meshes-CVIU11-pattern1-target186 0.38569 0.285815 0.716305
all-meshes-CVIU11-pattern1-target187 0.180877 0.388822 0.130054
all-meshes-CVIU11-pattern1-target188 0.0356747 0.0391952 0.113995
all-meshes-CVIU11-pattern1-target189 0.109043 0.303091 0.0854209
all-meshes-CVIU11-pattern1-target19 0.0297594 0.0302278 0.0421564
all-meshes-CVIU11-pattern1-target190 0.0122231 0.01432 0.0350547
all-meshes-CVIU11-pattern1-target191 1.33211 613.158 6.85716
all-meshes-CVIU11-pattern1-target192 0.0274872 0.0377623 0.0539658
all-meshes-CVIU11-pattern1-target193 0.0705485 0.0616406 0.0807509
all-meshes-CVIU11-pattern1-target194 0.0335792 0.0461303 0.182533
all-meshes-CVIU11-pattern1-target195 0.162607 0.102737 0.0982919
all-meshes-CVIU11-pattern1-target196 0.00461683 0.388389 0.038024
all-meshes-CVIU11-pattern1-target197 0.0195361 0.0179213 0.0426582
all-meshes-CVIU11-pattern1-target198 0.00437411 0.00629377 0.0277284
all-meshes-CVIU11-pattern1-target199 0.00613126 0.00999841 0.0375522
all-meshes-CVIU11-pattern1-target2 0.282886 0.228019 0.595489
all-meshes-CVIU11-pattern1-target20 0.0525586 0.0463881 0.0538857
all-meshes-CVIU11-pattern1-target200 0.0111441 0.0115625 0.0417712
all-meshes-CVIU11-pattern1-target201 0.0523899 0.0918385 0.148467
all-meshes-CVIU11-pattern1-target202 0.0110181 0.018279 0.0513493
all-meshes-CVIU11-pattern1-target203 0.0571391 0.0353707 0.050003
all-meshes-CVIU11-pattern1-target204 0.221536 0.120093 0.099087
all-meshes-CVIU11-pattern1-target205 0.0115241 0.0151149 0.0328086
all-meshes-CVIU11-pattern1-target206 0.194198 0.292864 0.162447
all-meshes-CVIU11-pattern1-target207 0.00863753 0.0114965 0.0496399
all-meshes-CVIU11-pattern1-target208 0.0783023 0.835746 0.313859
all-meshes-CVIU11-pattern1-target209 0.0623068 0.035949 0.229162
all-meshes-CVIU11-pattern1-target21 0.0262364 0.0252674 0.047816
all-meshes-CVIU11-pattern1-target210 0.0377531 57.2743 0.113547
all-meshes-CVIU11-pattern1-target211 0.0128094 0.0138921 0.0785364
all-meshes-CVIU11-pattern1-target212 0.032854 0.0297483 0.196969
all-meshes-CVIU11-pattern1-target213 0.00451247 0.00582683 0.0304046
all-meshes-CVIU11-pattern1-target214 0.00510708 0.00678998 0.0263724
all-meshes-CVIU11-pattern1-target215 0.0635167 0.0656755 0.0840734
all-meshes-CVIU11-pattern1-target216 0.0110012 0.013492 0.0659829
all-meshes-CVIU11-pattern1-target217 0.0573048 0.0562158 0.186896
all-meshes-CVIU11-pattern1-target218 0.0550484 0.0756109 0.0951232
all-meshes-CVIU11-pattern1-target219 0.235463 0.166018 0.918648
all-meshes-CVIU11-pattern1-target22 0.0603649 0.0441829 0.0639177
all-meshes-CVIU11-pattern1-target220 0.00453683 0.271988 0.0318379
all-meshes-CVIU11-pattern1-target221 0.0511414 0.0474221 0.214954
all-meshes-CVIU11-pattern1-target222 0.0119305 0.0162567 0.0308243
all-meshes-CVIU11-pattern1-target223 0.0655914 0.0802411 0.24279
all-meshes-CVIU11-pattern1-target224 0.0142064 0.0214816 0.0547183
all-meshes-CVIU11-pattern1-target225 0.230827 0.124696 0.110528
all-meshes-CVIU11-pattern1-target226 0.00366594 0.00701188 0.0259246
all-meshes-CVIU11-pattern1-target227 0.106972 0.0711813 0.12752
all-meshes-CVIU11-pattern1-target228 0.141353 0.149898 0.174451
all-meshes-CVIU11-pattern1-target229 0.00696178 0.0100245 0.0310874
all-meshes-CVIU11-pattern1-target23 0.0334201 0.0419664 0.059008
all-meshes-CVIU11-pattern1-target230 0.0444329 0.0545038 0.0757845
all-meshes-CVIU11-pattern1-target231 0.214196 0.131724 0.689535
all-meshes-CVIU11-pattern1-target232 0.0163282 0.0167152 0.0884405
all-meshes-CVIU11-pattern1-target233 0.0249612 0.0242248 0.0857165
all-meshes-CVIU11-pattern1-target234 0.00618634 0.0062272 0.0337016
all-meshes-CVIU11-pattern1-target235 0.0180327 0.0140777 0.0369371
all-meshes-CVIU11-pattern1-target237 0.00707661 0.00859174 0.0377411
all-meshes-CVIU11-pattern1-target238 0.132348 0.179945 0.345147
all-meshes-CVIU11-pattern1-target24 0.0466209 0.0438869 0.0470844
all-meshes-CVIU11-pattern1-target240 0.00522783 0.00987043 0.0335245
all-meshes-CVIU11-pattern1-target241 0.105075 0.0944327 0.149579
all-meshes-CVIU11-pattern1-target242 0.130751 0.101661 0.564303
all-meshes-CVIU11-pattern1-target243 0.0817872 0.0635037 0.322584
all-meshes-CVIU11-pattern1-target244 0.0421026 4.75275 0.0783235
all-meshes-CVIU11-pattern1-target245 0.00942277 0.0104929 0.0400512
all-meshes-CVIU11-pattern1-target246 0.0292222 0.0452104 0.0862482
all-meshes-CVIU11-pattern1-target247 0.0101816 0.00871307 0.033657
all-meshes-CVIU11-pattern1-target248 0.0225901 0.0276207 0.0496311
all-meshes-CVIU11-pattern1-target249 0.0179737 0.025721 0.042284
all-meshes-CVIU11-pattern1-target25 0.0299695 0.0297091 0.0558365
all-meshes-CVIU11-pattern1-target250 0.00670188 0.0102459 0.0361813
all-meshes-CVIU11-pattern1-target251 0.00617176 0.00603285 0.0322001
all-meshes-CVIU11-pattern1-target252 0.0479645 0.0509634 0.1074
all-meshes-CVIU11-pattern1-target253 0.0419494 0.0428114 0.066763
all-meshes-CVIU11-pattern1-target254 0.00591224 0.0069394 0.029027
all-meshes-CVIU11-pattern1-target255 0.126588 0.148335 0.164224
all-meshes-CVIU11-pattern1-target256 0.355551 0.314138 0.868465
all-meshes-CVIU11-pattern1-target257 0.00754269 0.00912509 0.032056
all-meshes-CVIU11-pattern1-target258 0.00633035 0.00669274 0.0364078
all-meshes-CVIU11-pattern1-target26 0.0550424 0.0341605 0.059232
all-meshes-CVIU11-pattern1-target260 0.00499236 0.0078116 0.0278362
all-meshes-CVIU11-pattern1-target261 0.0617038 0.062458 0.147995
all-meshes-CVIU11-pattern1-target262 0.0435353 0.0414665 0.203265
all-meshes-CVIU11-pattern1-target263 0.0109261 0.0158142 0.0561851
all-meshes-CVIU11-pattern1-target264 0.0533686 0.0664918 0.15411
all-meshes-CVIU11-pattern1-target265 0.00926105 0.0106484 0.0362971
all-meshes-CVIU11-pattern1-target266 0.0118562 0.0164646 0.0385513
all-meshes-CVIU11-pattern1-target267 0.0709323 0.0659079 0.154758
all-meshes-CVIU11-pattern1-target268 0.143815 0.132592 0.327369
all-meshes-CVIU11-pattern1-target269 0.0234134 0.0245968 0.0520741
all-meshes-CVIU11-pattern1-target27 0.0474234 0.0364321 0.0588636
all-meshes-CVIU11-pattern1-target270 0.0320656 0.0315035 0.0547909
all-meshes-CVIU11-pattern1-target271 0.00568924 0.016755 0.0268434
all-meshes-CVIU11-pattern1-target272 0.00961537 0.0116849 0.0391772
all-meshes-CVIU11-pattern1-target273 0.207792 0.256669 0.375595
all-meshes-CVIU11-pattern1-target275 0.00574904 0.00903671 0.0300848
all-meshes-CVIU11-pattern1-target278 0.00490489 0.00909005 0.0280533
all-meshes-CVIU11-pattern1-target279 0.0075371 0.0112698 0.0313516
all-meshes-CVIU11-pattern1-target28 0.0521146 0.0384873 0.0557974
all-meshes-CVIU11-pattern1-target280 0.106738 0.102374 0.374831
all-meshes-CVIU11-pattern1-target281 0.135615 0.128241 0.383115
all-meshes-CVIU11-pattern1-target282 0.052049 0.0415858 0.0492282
all-meshes-CVIU11-pattern1-target283 0.151339 0.151379 0.3311
all-meshes-CVIU11-pattern1-target284 0.0441592 0.050175 0.105119
all-meshes-CVIU11-pattern1-target285 0.172079 12.1062 0.191417
all-meshes-CVIU11-pattern1-target286 0.00893624 0.00917114 0.0353242
all-meshes-CVIU11-pattern1-target287 0.028131 0.0394833 0.0524621
all-meshes-CVIU11-pattern1-target288 0.0315508 0.0330087 0.141667
all-meshes-CVIU11-pattern1-target289 0.00388391 0.00665079 0.032469
all-meshes-CVIU11-pattern1-target29 0.0493752 0.0405168 0.0624815
all-meshes-CVIU11-pattern1-target290 0.00480168 0.0120437 0.029073
all-meshes-CVIU11-pattern1-target291 0.149369 0.123623 0.472276
all-meshes-CVIU11-pattern1-target292 0.0235441 0.0990445 0.0494439
all-meshes-CVIU11-pattern1-target293 0.00509616 0.00662317 0.0277625
all-meshes-CVIU11-pattern1-target294 0.0619789 0.0554306 0.214851
all-meshes-CVIU11-pattern1-target295 0.0313162 0.0225668 0.117085
all-meshes-CVIU11-pattern1-target296 0.00468755 0.00765759 0.0271373
all-meshes-CVIU11-pattern1-target297 0.0405347 0.0363266 0.0516567
all-meshes-CVIU11-pattern1-target298 0.0189029 0.0136661 0.098739
all-meshes-CVIU11-pattern1-target299 0.00372286 0.00586212 0.0258549
all-meshes-CVIU11-pattern1-target3 0.00692468 0.00974592 0.0366492
all-meshes-CVIU11-pattern1-target30 0.0410686 0.0442364 0.0598374
all-meshes-CVIU11-pattern1-target300 0.0232837 0.0227521 0.0450012
all-meshes-CVIU11-pattern1-target303 0.0335892 0.225658 0.121641
all-meshes-CVIU11-pattern1-target304 0.0110347 0.00982192 0.0320539
all-meshes-CVIU11-pattern1-target305 0.0137778 0.0152174 0.0408467
all-meshes-CVIU11-pattern1-target306 0.321238 0.344814 0.438137
all-meshes-CVIU11-pattern1-target307 0.00856299 0.0855373 0.0305953
all-meshes-CVIU11-pattern1-target308 0.384939 0.239654 1.2257
all-meshes-CVIU11-pattern1-target309 0.040503 0.036456 0.0427947
all-meshes-CVIU11-pattern1-target31 0.0353206 0.0269713 0.054167
all-meshes-CVIU11-pattern1-target310 0.0220047 0.0217908 0.0432926
all-meshes-CVIU11-pattern1-target311 0.234097 0.155875 0.714225
all-meshes-CVIU11-pattern1-target312 0.00676168 0.0507517 0.0409904
all-meshes-CVIU11-pattern1-target313 0.080385 0.0602795 0.147697
all-meshes-CVIU11-pattern1-target314 0.341108 0.226921 0.791448
all-meshes-CVIU11-pattern1-target315 0.00584319 0.00865656 0.0274515
all-meshes-CVIU11-pattern1-target316 0.0181885 0.015054 0.0468663
all-meshes-CVIU11-pattern1-target317 0.00649412 0.00703494 0.031239
all-meshes-CVIU11-pattern1-target318 0.240206 0.153539 0.714762
all-meshes-CVIU11-pattern1-target319 0.00506802 0.00812847 0.0279326
all-meshes-CVIU11-pattern1-target32 0.0213416 0.0209684 0.0453081
all-meshes-CVIU11-pattern1-target320 0.0102371 0.0111304 0.0400125
all-meshes-CVIU11-pattern1-target321 0.0343182 0.0751562 0.0567454
all-meshes-CVIU11-pattern1-target322 0.403211 0.20387 0.191358
all-meshes-CVIU11-pattern1-target323 0.0178582 0.0150249 0.0834283
all-meshes-CVIU11-pattern1-target324 0.0141396 0.0171171 0.0677295
all-meshes-CVIU11-pattern1-target325 0.00471763 0.00676129 0.0320119
all-meshes-CVIU11-pattern1-target326 0.0378484 0.0364003 0.213856
all-meshes-CVIU11-pattern1-target327 0.0351401 0.05591 0.060887
all-meshes-CVIU11-pattern1-target328 0.0703424 0.118466 0.279547
all-meshes-CVIU11-pattern1-target329 0.0317451 0.149797 0.188121
all-meshes-CVIU11-pattern1-target33 0.0235938 10.8531 0.0605992
all-meshes-CVIU11-pattern1-target330 0.00728222 0.0124729 0.0352355
all-meshes-CVIU11-pattern1-target331 0.369691 0.327047 1.01807
all-meshes-CVIU11-pattern1-target332 0.0167762 0.0238692 0.0403568
all-meshes-CVIU11-pattern1-target333 0.0439207 0.123995 0.209721
all-meshes-CVIU11-pattern1-target334 0.0347647 2.68031 0.188475
all-meshes-CVIU11-pattern1-target335 0.0124154 0.0162265 0.0357467
