instance pathlad vf2 ri
all-images-CVIU11-pattern35-target90 0.381852 0.0578686 0.0695287
all-images-CVIU11-pattern35-target91 0.181322 0.0245725 0.0400998
all-images-CVIU11-pattern35-target92 3.16617 0.301412 0.21226
all-images-CVIU11-pattern35-target93 1.54311 0.121097 0.133219
all-images-CVIU11-pattern35-target94 2.40114 0.18349 0.126135
all-images-CVIU11-pattern35-target95 0.185759 0.0363376 0.0405087
all-images-CVIU11-pattern35-target96 0.564246 0.0754685 0.0698817
all-images-CVIU11-pattern35-target97 0.612099 0.0936996 0.071718
all-images-CVIU11-pattern35-target98 0.336057 0.0345383 0.0536419
all-images-CVIU11-pattern35-target99 1.51882 0.132056 0.148326
all-images-CVIU11-pattern36-target1 0.55534 0.877572 0.113013
all-images-CVIU11-pattern36-target10 0.593394 0.622374 0.085389
all-images-CVIU11-pattern36-target100 0.448845 0.237213 0.0550322
all-images-CVIU11-pattern36-target101 0.107654 0.199004 0.0482024
all-images-CVIU11-pattern36-target102 0.243446 0.346982 0.0777542
all-images-CVIU11-pattern36-target103 0.262651 0.393154 0.0722321
all-images-CVIU11-pattern36-target104 1.77736 1.01406 0.133616
all-images-CVIU11-pattern36-target105 1.40917 0.85201 0.12928
all-images-CVIU11-pattern36-target106 0.476773 0.764441 0.10377
all-images-CVIU11-pattern36-target107 0.937424 0.715016 0.0967698
all-images-CVIU11-pattern36-target108 1.01812 2.03526 0.176632
all-images-CVIU11-pattern36-target109 0.607812 0.915961 0.117559
all-images-CVIU11-pattern36-target11 0.674835 0.503255 0.0742359
all-images-CVIU11-pattern36-target110 0.191959 0.312615 0.0789642
all-images-CVIU11-pattern36-target111 0.621021 0.358264 0.0578865
all-images-CVIU11-pattern36-target112 0.192617 0.332333 0.0598525
all-images-CVIU11-pattern36-target113 0.246427 0.381055 0.0681676
all-images-CVIU11-pattern36-target114 0.351509 0.280962 0.06664
all-images-CVIU11-pattern36-target115 1.25195 0.662281 0.110552
all-images-CVIU11-pattern36-target116 2.71753 1.73936 0.187533
all-images-CVIU11-pattern36-target117 1.51461 0.96573 0.104858
all-images-CVIU11-pattern36-target118 0.81302 0.828019 0.10693
all-images-CVIU11-pattern36-target119 3.13262 1.49529 0.160916
all-images-CVIU11-pattern36-target12 0.514822 0.771842 0.100746
all-images-CVIU11-pattern36-target120 2.15631 0.992491 0.113371
all-images-CVIU11-pattern36-target121 0.782651 1.23879 0.144195
all-images-CVIU11-pattern36-target122 0.360152 0.540457 0.101692
all-images-CVIU11-pattern36-target123 1.77619 1.47981 0.135245
all-images-CVIU11-pattern36-target124 0.443756 0.724169 0.110742
all-images-CVIU11-pattern36-target125 0.652533 1.04232 0.140351
all-images-CVIU11-pattern36-target126 0.0638741 0.111847 0.0482426
all-images-CVIU11-pattern36-target127 0.0850973 0.207603 0.0542031
all-images-CVIU11-pattern36-target128 0.675685 1.13469 0.11433
all-images-CVIU11-pattern36-target129 0.15109 0.171799 0.057655
all-images-CVIU11-pattern36-target13 0.512911 0.810463 0.133905
all-images-CVIU11-pattern36-target130 0.103262 0.167722 0.0427529
all-images-CVIU11-pattern36-target131 0.591168 0.410182 0.0782018
all-images-CVIU11-pattern36-target132 0.476303 0.577406 0.0945903
all-images-CVIU11-pattern36-target133 0.279589 0.438688 0.0718608
all-images-CVIU11-pattern36-target134 0.370954 0.592076 0.0749312
all-images-CVIU11-pattern36-target135 0.370823 0.560819 0.0909831
all-images-CVIU11-pattern36-target136 1.04064 0.820645 0.0801663
all-images-CVIU11-pattern36-target137 0.140847 0.198038 0.0472413
all-images-CVIU11-pattern36-target138 1.96943 1.68001 0.161714
all-images-CVIU11-pattern36-target139 0.383338 0.270925 0.0595
all-images-CVIU11-pattern36-target14 0.110068 0.159713 0.0560591
all-images-CVIU11-pattern36-target140 0.243236 0.290853 0.0731777
all-images-CVIU11-pattern36-target141 0.176947 0.198618 0.0582798
all-images-CVIU11-pattern36-target142 0.377245 0.5524 0.0957187
all-images-CVIU11-pattern36-target143 0.208942 0.369224 0.0718682
all-images-CVIU11-pattern36-target144 0.369291 0.534004 0.10811
all-images-CVIU11-pattern36-target145 0.481944 0.293572 0.0498419
all-images-CVIU11-pattern36-target146 1.61761 1.25223 0.139102
all-images-CVIU11-pattern36-target15 0.118242 0.185812 0.0437539
all-images-CVIU11-pattern36-target16 0.137478 0.270419 0.0610918
all-images-CVIU11-pattern36-target17 1.36485 1.04046 0.115839
all-images-CVIU11-pattern36-target18 1.67439 1.02936 0.113093
all-images-CVIU11-pattern36-target19 1.1354 1.88887 0.196063
all-images-CVIU11-pattern36-target2 0.383845 0.625249 0.0896322
all-images-CVIU11-pattern36-target20 0.687847 1.11771 0.136382
all-images-CVIU11-pattern36-target21 0.475653 0.769907 0.0983753
all-images-CVIU11-pattern36-target22 0.399436 0.449123 0.0688882
all-images-CVIU11-pattern36-target23 1.16962 0.976098 0.144414
all-images-CVIU11-pattern36-target24 0.118372 0.134079 0.0453418
all-images-CVIU11-pattern36-target25 0.212209 0.316598 0.0867629
all-images-CVIU11-pattern36-target26 0.129892 0.233543 0.0666786
all-images-CVIU11-pattern36-target27 0.392543 0.685838 0.120459
all-images-CVIU11-pattern36-target28 0.361414 0.174118 0.0525364
all-images-CVIU11-pattern36-target29 1.093 1.64258 0.167522
all-images-CVIU11-pattern36-target3 0.656981 1.00551 0.121335
all-images-CVIU11-pattern36-target30 2.29895 1.27734 0.134993
all-images-CVIU11-pattern36-target31 0.54834 0.952233 0.122808
all-images-CVIU11-pattern36-target32 2.61212 2.02725 0.18366
all-images-CVIU11-pattern36-target33 1.05635 1.90592 0.185158
all-images-CVIU11-pattern36-target34 0.466175 0.727136 0.0936619
all-images-CVIU11-pattern36-target35 2.70306 1.78621 0.168449
all-images-CVIU11-pattern36-target36 0.998757 0.583994 0.0941224
all-images-CVIU11-pattern36-target37 0.971033 1.80325 0.155391
all-images-CVIU11-pattern36-target38 0.869354 1.36823 0.150919
all-images-CVIU11-pattern36-target39 0.310365 0.523902 0.0778629
all-images-CVIU11-pattern36-target4 1.4823 0.840716 0.122974
all-images-CVIU11-pattern36-target40 0.774538 0.865104 0.124763
all-images-CVIU11-pattern36-target41 0.827677 0.849821 0.122061
all-images-CVIU11-pattern36-target42 1.33237 0.772539 0.103951
all-images-CVIU11-pattern36-target43 2.61865 1.25393 0.136963
all-images-CVIU11-pattern36-target44 1.07837 1.75682 0.197178
all-images-CVIU11-pattern36-target45 1.70944 1.49166 0.186631
all-images-CVIU11-pattern36-target46 0.514669 0.944876 0.0980123
all-images-CVIU11-pattern36-target47 2.94321 1.68092 0.176085
all-images-CVIU11-pattern36-target48 0.713786 0.517526 0.0740844
all-images-CVIU11-pattern36-target49 0.457286 0.764824 0.0964937
all-images-CVIU11-pattern36-target5 0.859009 1.36667 0.184466
all-images-CVIU11-pattern36-target50 3.94603 1.64454 0.169737
all-images-CVIU11-pattern36-target51 0.801905 0.725681 0.100466
all-images-CVIU11-pattern36-target52 1.40249 0.703368 0.093443
all-images-CVIU11-pattern36-target53 0.226118 0.418812 0.0829964
all-images-CVIU11-pattern36-target54 0.280553 0.444085 0.0639645
all-images-CVIU11-pattern36-target55 0.79841 0.508184 0.0595858
all-images-CVIU11-pattern36-target56 0.519016 0.319152 0.0718084
all-images-CVIU11-pattern36-target57 3.52148 2.07236 0.204132
all-images-CVIU11-pattern36-target58 0.469977 0.340312 0.0540318
all-images-CVIU11-pattern36-target59 1.81508 1.37633 0.147891
all-images-CVIU11-pattern36-target6 2.67066 1.34001 0.148054
all-images-CVIU11-pattern36-target60 0.373422 0.641588 0.0851536
all-images-CVIU11-pattern36-target61 1.43941 1.25073 0.147965
all-images-CVIU11-pattern36-target62 2.77501 1.38689 0.174647
all-images-CVIU11-pattern36-target63 0.623186 1.05536 0.14904
all-images-CVIU11-pattern36-target64 1.23575 0.811199 0.0891626
all-images-CVIU11-pattern36-target65 0.423529 0.701816 0.0827317
all-images-CVIU11-pattern36-target66 0.233128 0.422987 0.0665083
all-images-CVIU11-pattern36-target67 1.59983 1.43423 0.155471
all-images-CVIU11-pattern36-target68 2.21449 1.67989 0.183859
all-images-CVIU11-pattern36-target69 2.666 1.83108 0.186992
all-images-CVIU11-pattern36-target7 2.88613 1.17424 0.160864
all-images-CVIU11-pattern36-target70 0.893537 1.51532 0.151806
all-images-CVIU11-pattern36-target71 2.26697 1.19484 0.132946
all-images-CVIU11-pattern36-target72 0.624078 0.958869 0.112234
all-images-CVIU11-pattern36-target73 0.8806 1.48716 0.175046
all-images-CVIU11-pattern36-target74 2.94995 1.62372 0.159351
all-images-CVIU11-pattern36-target75 0.97031 1.47288 0.19137
all-images-CVIU11-pattern36-target76 1.42716 1.64735 0.173152
all-images-CVIU11-pattern36-target77 1.06393 1.83408 0.18718
all-images-CVIU11-pattern36-target78 3.30991 1.72814 0.179273
all-images-CVIU11-pattern36-target79 0.666662 0.408423 0.0554065
all-images-CVIU11-pattern36-target8 0.371935 0.624679 0.105745
all-images-CVIU11-pattern36-target80 0.732966 0.422502 0.0797066
all-images-CVIU11-pattern36-target81 0.370419 0.621374 0.111368
all-images-CVIU11-pattern36-target82 1.6101 0.885506 0.129746
all-images-CVIU11-pattern36-target83 1.96676 1.03572 0.147675
all-images-CVIU11-pattern36-target84 0.068231 0.10957 0.0314573
all-images-CVIU11-pattern36-target85 0.796911 1.27155 0.155902
all-images-CVIU11-pattern36-target86 1.34617 0.782416 0.117205
all-images-CVIU11-pattern36-target87 0.40743 0.707663 0.11011
all-images-CVIU11-pattern36-target88 1.60046 1.24122 0.138802
all-images-CVIU11-pattern36-target89 0.244874 0.460945 0.0835748
all-images-CVIU11-pattern36-target9 0.652316 0.609775 0.0829403
all-images-CVIU11-pattern36-target90 0.413428 0.310642 0.0640469
all-images-CVIU11-pattern36-target91 0.0733733 0.0330628 0.0363513
all-images-CVIU11-pattern36-target92 0.99293 1.72248 0.172642
all-images-CVIU11-pattern36-target93 1.97689 0.920922 0.101272
all-images-CVIU11-pattern36-target94 1.27737 1.27548 0.131912
all-images-CVIU11-pattern36-target95 0.12908 0.182697 0.0411747
all-images-CVIU11-pattern36-target96 0.273659 0.416991 0.0776525
all-images-CVIU11-pattern36-target97 0.755565 0.461097 0.0861911
all-images-CVIU11-pattern36-target98 0.140655 0.258382 0.0581706
all-images-CVIU11-pattern36-target99 0.612419 0.959208 0.127725
all-images-CVIU11-pattern37-target1 3.63839 0.902356 0.111316
all-images-CVIU11-pattern37-target10 2.82464 0.766915 0.0841811
all-images-CVIU11-pattern37-target100 0.565811 0.203589 0.0497742
all-images-CVIU11-pattern37-target101 0.386636 0.147265 0.0466431
all-images-CVIU11-pattern37-target102 1.43124 0.359387 0.0757396
all-images-CVIU11-pattern37-target103 1.51321 0.430302 0.0850042
all-images-CVIU11-pattern37-target104 4.33317 1.32698 0.108494
all-images-CVIU11-pattern37-target105 3.8747 1.00773 0.108153
all-images-CVIU11-pattern37-target106 3.91953 0.986628 0.113974
all-images-CVIU11-pattern37-target107 2.36647 0.533704 0.0745376
all-images-CVIU11-pattern37-target108 8.16883 2.91964 0.173491
all-images-CVIU11-pattern37-target109 3.70874 0.879179 0.139456
all-images-CVIU11-pattern37-target11 0.937004 0.304392 0.0542314
all-images-CVIU11-pattern37-target110 1.12567 0.270083 0.0619009
all-images-CVIU11-pattern37-target111 1.36722 0.332053 0.0593081
all-images-CVIU11-pattern37-target112 0.962426 0.287072 0.0793207
all-images-CVIU11-pattern37-target113 1.55099 0.347522 0.0687321
all-images-CVIU11-pattern37-target114 1.09896 0.388125 0.0625459
all-images-CVIU11-pattern37-target115 2.92636 0.769647 0.111267
all-images-CVIU11-pattern37-target116 9.15027 2.60486 0.178396
all-images-CVIU11-pattern37-target117 4.09423 1.23861 0.128192
all-images-CVIU11-pattern37-target118 2.5202 0.692576 0.0861019
all-images-CVIU11-pattern37-target119 7.58104 1.90335 0.158493
all-images-CVIU11-pattern37-target12 3.49755 0.760015 0.128573
all-images-CVIU11-pattern37-target120 4.43384 1.09343 0.134706
all-images-CVIU11-pattern37-target121 6.33693 1.6433 0.134015
all-images-CVIU11-pattern37-target122 2.36681 0.698237 0.0818507
all-images-CVIU11-pattern37-target123 6.55206 1.78888 0.145029
all-images-CVIU11-pattern37-target124 3.18801 1.17356 0.104939
all-images-CVIU11-pattern37-target125 4.44039 1.148 0.121558
all-images-CVIU11-pattern37-target126 0.312929 0.111804 0.0367517
all-images-CVIU11-pattern37-target127 0.478121 0.14243 0.0465744
all-images-CVIU11-pattern37-target128 4.60523 1.60441 0.147868
all-images-CVIU11-pattern37-target129 0.804758 0.202338 0.0514658
all-images-CVIU11-pattern37-target13 3.04052 0.872419 0.128156
all-images-CVIU11-pattern37-target130 0.662337 0.165807 0.0508063
all-images-CVIU11-pattern37-target131 1.85024 0.500268 0.0774509
all-images-CVIU11-pattern37-target132 2.54888 0.841957 0.0929552
all-images-CVIU11-pattern37-target133 2.24763 0.571538 0.0936008
all-images-CVIU11-pattern37-target134 2.62685 0.741143 0.0996866
all-images-CVIU11-pattern37-target135 2.27601 0.587513 0.0696695
all-images-CVIU11-pattern37-target136 3.03378 0.797916 0.0936349
all-images-CVIU11-pattern37-target137 1.05161 0.249137 0.0519562
all-images-CVIU11-pattern37-target138 7.77112 2.23266 0.164181
all-images-CVIU11-pattern37-target139 1.33581 0.314381 0.05955
all-images-CVIU11-pattern37-target14 0.617251 0.151959 0.0565349
all-images-CVIU11-pattern37-target140 1.23001 0.356343 0.0668892
all-images-CVIU11-pattern37-target141 0.701207 0.225885 0.0639369
all-images-CVIU11-pattern37-target142 2.42582 0.673 0.089669
all-images-CVIU11-pattern37-target143 1.72024 0.461356 0.0738761
all-images-CVIU11-pattern37-target144 2.25654 0.583296 0.0834072
all-images-CVIU11-pattern37-target145 0.930267 0.346409 0.0615089
all-images-CVIU11-pattern37-target146 6.25237 1.5755 0.157524
all-images-CVIU11-pattern37-target15 0.415621 0.15256 0.0430063
all-images-CVIU11-pattern37-target16 0.659011 0.164886 0.0635586
all-images-CVIU11-pattern37-target17 5.12328 1.31583 0.116289
all-images-CVIU11-pattern37-target18 4.60648 1.15741 0.140667
all-images-CVIU11-pattern37-target19 8.65413 2.22318 0.194425
all-images-CVIU11-pattern37-target2 2.34714 0.581534 0.090212
all-images-CVIU11-pattern37-target20 4.97826 1.29118 0.153944
all-images-CVIU11-pattern37-target21 2.96151 0.840465 0.127317
all-images-CVIU11-pattern37-target22 2.02203 0.601839 0.0833983
all-images-CVIU11-pattern37-target23 4.55089 1.06433 0.116731
all-images-CVIU11-pattern37-target24 0.441758 0.144941 0.047062
all-images-CVIU11-pattern37-target25 1.03959 0.279276 0.0663976
all-images-CVIU11-pattern37-target26 0.702786 0.167171 0.0609339
all-images-CVIU11-pattern37-target27 2.92987 0.78861 0.109164
all-images-CVIU11-pattern37-target28 0.584269 0.187897 0.0422117
all-images-CVIU11-pattern37-target29 7.74344 2.36321 0.185589
all-images-CVIU11-pattern37-target3 4.80451 1.18486 0.117453
all-images-CVIU11-pattern37-target30 5.86388 1.67616 0.134081
all-images-CVIU11-pattern37-target31 4.41142 1.21888 0.112169
all-images-CVIU11-pattern37-target32 9.26057 2.57656 0.195506
all-images-CVIU11-pattern37-target33 8.98344 2.61865 0.169869
all-images-CVIU11-pattern37-target34 3.77489 0.946909 0.123988
all-images-CVIU11-pattern37-target35 8.00202 2.15118 0.187748
all-images-CVIU11-pattern37-target36 2.61848 0.6805 0.0982883
all-images-CVIU11-pattern37-target37 8.09646 2.44283 0.194862
all-images-CVIU11-pattern37-target38 6.14564 2.09465 0.167567
all-images-CVIU11-pattern37-target39 2.03708 0.582865 0.0905996
all-images-CVIU11-pattern37-target4 4.12062 1.03824 0.142766
all-images-CVIU11-pattern37-target40 3.40464 1.10536 0.105401
all-images-CVIU11-pattern37-target41 2.40613 0.663319 0.087291
all-images-CVIU11-pattern37-target42 3.60562 1.13138 0.0967236
all-images-CVIU11-pattern37-target43 5.23006 1.99432 0.136774
all-images-CVIU11-pattern37-target44 8.04967 1.95942 0.185629
all-images-CVIU11-pattern37-target45 6.74244 1.59875 0.169353
all-images-CVIU11-pattern37-target46 3.95552 1.2847 0.120273
all-images-CVIU11-pattern37-target47 8.12885 2.90555 0.159025
all-images-CVIU11-pattern37-target48 2.04506 0.644846 0.0857413
all-images-CVIU11-pattern37-target49 3.62286 1.2269 0.12824
all-images-CVIU11-pattern37-target5 6.67253 1.68828 0.168396
all-images-CVIU11-pattern37-target50 7.94233 2.16474 0.157916
all-images-CVIU11-pattern37-target51 2.98952 0.856527 0.0814663
all-images-CVIU11-pattern37-target52 3.23486 0.958065 0.105483
all-images-CVIU11-pattern37-target53 2.04671 0.556572 0.0613198
all-images-CVIU11-pattern37-target54 2.10402 0.523694 0.0727582
all-images-CVIU11-pattern37-target55 1.82077 0.427724 0.0760697
all-images-CVIU11-pattern37-target56 1.21818 0.326392 0.0550904
all-images-CVIU11-pattern37-target57 9.19956 3.17389 0.185224
all-images-CVIU11-pattern37-target58 1.63179 0.520017 0.0635463
all-images-CVIU11-pattern37-target59 4.9957 1.15207 0.152647
all-images-CVIU11-pattern37-target6 7.21387 1.52486 0.15552
all-images-CVIU11-pattern37-target60 2.84606 0.635558 0.0948753
all-images-CVIU11-pattern37-target61 5.98286 1.35733 0.164507
all-images-CVIU11-pattern37-target62 6.6455 1.50923 0.150024
all-images-CVIU11-pattern37-target63 4.88659 1.14825 0.113139
all-images-CVIU11-pattern37-target64 3.60499 0.890267 0.0895271
all-images-CVIU11-pattern37-target65 3.35851 0.7748 0.10088
all-images-CVIU11-pattern37-target66 1.92573 0.521561 0.0603874
all-images-CVIU11-pattern37-target67 6.53955 1.65227 0.171931
all-images-CVIU11-pattern37-target68 7.47232 1.77598 0.190951
all-images-CVIU11-pattern37-target69 8.74553 2.2646 0.187912
all-images-CVIU11-pattern37-target7 5.80898 1.42837 0.168265
all-images-CVIU11-pattern37-target70 6.23732 1.52215 0.145787
all-images-CVIU11-pattern37-target71 5.68648 1.23258 0.127689
all-images-CVIU11-pattern37-target72 4.66362 1.02126 0.134743
all-images-CVIU11-pattern37-target73 6.27491 1.64483 0.153926
all-images-CVIU11-pattern37-target74 7.33112 1.7328 0.173259
all-images-CVIU11-pattern37-target75 6.84156 1.6972 0.1623
all-images-CVIU11-pattern37-target76 7.8842 1.81148 0.185552
all-images-CVIU11-pattern37-target77 8.6027 2.07787 0.172115
all-images-CVIU11-pattern37-target78 8.45724 2.07811 0.177643
all-images-CVIU11-pattern37-target79 1.31419 0.388739 0.0749778
all-images-CVIU11-pattern37-target8 2.44583 0.60236 0.101468
all-images-CVIU11-pattern37-target80 1.77222 0.46317 0.0814418
all-images-CVIU11-pattern37-target81 2.75231 0.71086 0.104889
all-images-CVIU11-pattern37-target82 4.21634 0.907637 0.128162
all-images-CVIU11-pattern37-target83 4.75839 1.10566 0.114196
all-images-CVIU11-pattern37-target84 0.256754 0.0710348 0.0369967
all-images-CVIU11-pattern37-target85 5.69959 1.8355 0.158025
all-images-CVIU11-pattern37-target86 3.32746 0.83645 0.127242
all-images-CVIU11-pattern37-target87 2.53181 0.705501 0.0854464
all-images-CVIU11-pattern37-target88 4.54163 1.21252 0.160447
all-images-CVIU11-pattern37-target89 2.0608 0.450861 0.0957976
all-images-CVIU11-pattern37-target9 2.50801 0.592077 0.100974
all-images-CVIU11-pattern37-target90 1.11918 0.329933 0.0689886
all-images-CVIU11-pattern37-target91 0.399133 0.114805 0.0458273
all-images-CVIU11-pattern37-target92 7.77507 2.3408 0.181901
all-images-CVIU11-pattern37-target93 4.09946 1.20426 0.103205
all-images-CVIU11-pattern37-target94 5.62597 1.62304 0.162669
all-images-CVIU11-pattern37-target95 0.637147 0.155284 0.0474507
all-images-CVIU11-pattern37-target96 1.75552 0.402012 0.0909465
all-images-CVIU11-pattern37-target97 2.21563 0.433405 0.0775039
all-images-CVIU11-pattern37-target98 0.919763 0.269703 0.0590375
all-images-CVIU11-pattern37-target99 4.83178 1.03922 0.122993
all-images-CVIU11-pattern38-target1 3.10953 1.77494 0.107875
all-images-CVIU11-pattern38-target10 2.76523 1.52104 0.111829
all-images-CVIU11-pattern38-target100 0.738649 0.302577 0.0519995
all-images-CVIU11-pattern38-target101 0.395505 0.302456 0.0487347
all-images-CVIU11-pattern38-target102 1.24687 0.701725 0.0627053
all-images-CVIU11-pattern38-target103 1.20139 0.851613 0.0730989
all-images-CVIU11-pattern38-target104 3.8338 2.59779 0.139541
all-images-CVIU11-pattern38-target105 3.7482 2.00631 0.137124
all-images-CVIU11-pattern38-target106 3.17658 1.941 0.0880321
all-images-CVIU11-pattern38-target107 2.41458 1.0446 0.0937778
all-images-CVIU11-pattern38-target108 7.36676 4.64288 0.187006
all-images-CVIU11-pattern38-target109 3.58259 1.88605 0.134576
all-images-CVIU11-pattern38-target11 1.26107 0.562569 0.0561545
all-images-CVIU11-pattern38-target110 1.04484 0.589459 0.063549
all-images-CVIU11-pattern38-target111 1.21002 0.674923 0.0732462
all-images-CVIU11-pattern38-target112 0.981193 0.573722 0.0761255
all-images-CVIU11-pattern38-target113 1.37017 0.886363 0.0768596
all-images-CVIU11-pattern38-target114 0.717121 0.627971 0.0503398
all-images-CVIU11-pattern38-target115 2.86016 1.2702 0.108005
all-images-CVIU11-pattern38-target116 7.21397 4.34371 0.191418
all-images-CVIU11-pattern38-target117 3.62873 2.24725 0.104824
all-images-CVIU11-pattern38-target118 2.68371 1.35275 0.121681
all-images-CVIU11-pattern38-target119 6.66869 3.6157 0.182192
all-images-CVIU11-pattern38-target12 3.40295 1.48204 0.12142
all-images-CVIU11-pattern38-target120 4.72475 2.20185 0.112263
all-images-CVIU11-pattern38-target121 5.26174 3.06199 0.13321
all-images-CVIU11-pattern38-target122 2.35633 1.41296 0.102217
all-images-CVIU11-pattern38-target123 5.97636 3.33455 0.153254
all-images-CVIU11-pattern38-target124 2.66212 1.98252 0.0927448
all-images-CVIU11-pattern38-target125 4.21965 2.34085 0.140863
all-images-CVIU11-pattern38-target126 0.268791 0.215793 0.0421152
all-images-CVIU11-pattern38-target127 0.515315 0.256824 0.0465277
all-images-CVIU11-pattern38-target128 3.48261 2.66879 0.161251
all-images-CVIU11-pattern38-target129 0.766445 0.498959 0.0419742
all-images-CVIU11-pattern38-target13 3.1087 1.6396 0.123858
all-images-CVIU11-pattern38-target130 0.506506 0.339063 0.04222
all-images-CVIU11-pattern38-target131 1.53829 0.94243 0.0749738
all-images-CVIU11-pattern38-target132 2.30397 1.19985 0.0967109
all-images-CVIU11-pattern38-target133 1.99497 0.986027 0.0825693
all-images-CVIU11-pattern38-target134 2.39544 1.35872 0.0827862
all-images-CVIU11-pattern38-target135 1.95025 1.0674 0.0809264
all-images-CVIU11-pattern38-target136 2.26555 1.35338 0.0908898
all-images-CVIU11-pattern38-target137 0.872114 0.412419 0.0528201
all-images-CVIU11-pattern38-target138 7.42531 4.00719 0.187865
all-images-CVIU11-pattern38-target139 1.24601 0.587197 0.0501538
all-images-CVIU11-pattern38-target14 0.620099 0.297097 0.0547428
all-images-CVIU11-pattern38-target140 0.993531 0.673774 0.0672757
all-images-CVIU11-pattern38-target141 0.752783 0.452129 0.062875
all-images-CVIU11-pattern38-target142 1.62275 1.19758 0.0983303
all-images-CVIU11-pattern38-target143 1.38281 0.891029 0.058838
all-images-CVIU11-pattern38-target144 2.32966 1.19591 0.107691
all-images-CVIU11-pattern38-target145 0.743261 0.563229 0.0636165
all-images-CVIU11-pattern38-target146 4.21115 2.91632 0.129219
all-images-CVIU11-pattern38-target15 0.392273 0.338398 0.0418769
all-images-CVIU11-pattern38-target16 0.683661 0.340087 0.0638003
all-images-CVIU11-pattern38-target17 4.68205 2.48967 0.114235
all-images-CVIU11-pattern38-target18 3.96623 2.23977 0.113226
all-images-CVIU11-pattern38-target19 5.80207 4.36278 0.182148
all-images-CVIU11-pattern38-target2 2.0971 1.2091 0.119743
all-images-CVIU11-pattern38-target20 4.73927 2.56016 0.157147
all-images-CVIU11-pattern38-target21 2.93135 1.70982 0.124096
all-images-CVIU11-pattern38-target22 1.74567 1.08289 0.0754571
all-images-CVIU11-pattern38-target23 3.49496 1.95168 0.11688
all-images-CVIU11-pattern38-target24 0.45037 0.249812 0.0395006
all-images-CVIU11-pattern38-target25 1.10324 0.520754 0.0865611
all-images-CVIU11-pattern38-target26 0.61159 0.34842 0.0664764
all-images-CVIU11-pattern38-target27 2.69287 1.48459 0.110393
all-images-CVIU11-pattern38-target28 0.651077 0.385954 0.0565702
all-images-CVIU11-pattern38-target29 6.48957 4.2116 0.177965
all-images-CVIU11-pattern38-target3 4.30932 2.25247 0.151576
all-images-CVIU11-pattern38-target30 5.11496 2.97231 0.153446
all-images-CVIU11-pattern38-target31 3.33529 2.03858 0.105763
all-images-CVIU11-pattern38-target32 8.33563 4.55317 0.184621
all-images-CVIU11-pattern38-target33 7.36678 4.58569 0.189094
all-images-CVIU11-pattern38-target34 3.3856 1.73576 0.0991168
all-images-CVIU11-pattern38-target35 7.09483 4.10449 0.173178
all-images-CVIU11-pattern38-target36 2.42973 1.09356 0.097189
all-images-CVIU11-pattern38-target37 6.23088 4.0515 0.17066
all-images-CVIU11-pattern38-target38 5.09459 3.71978 0.148645
all-images-CVIU11-pattern38-target39 2.06313 1.07794 0.0978889
all-images-CVIU11-pattern38-target4 4.01309 1.75946 0.134865
all-images-CVIU11-pattern38-target40 3.18112 1.57977 0.122397
all-images-CVIU11-pattern38-target41 2.4094 1.23306 0.0917586
all-images-CVIU11-pattern38-target42 3.49474 1.86737 0.114249
all-images-CVIU11-pattern38-target43 4.82936 3.29018 0.151518
all-images-CVIU11-pattern38-target44 7.40157 3.80962 0.198727
all-images-CVIU11-pattern38-target45 6.76557 3.18324 0.168544
all-images-CVIU11-pattern38-target46 2.84216 2.09702 0.0937579
all-images-CVIU11-pattern38-target47 6.33844 3.80201 0.157134
all-images-CVIU11-pattern38-target48 2.13797 0.98846 0.0699451
all-images-CVIU11-pattern38-target49 3.18972 1.92587 0.125724
all-images-CVIU11-pattern38-target5 5.64189 3.17432 0.179778
all-images-CVIU11-pattern38-target50 6.25798 3.96214 0.180785
all-images-CVIU11-pattern38-target51 2.61426 1.55368 0.103726
all-images-CVIU11-pattern38-target52 2.60752 1.44083 0.0792729
all-images-CVIU11-pattern38-target53 1.88779 0.849831 0.0620576
all-images-CVIU11-pattern38-target54 2.03087 0.969167 0.0661921
all-images-CVIU11-pattern38-target55 1.61917 0.832315 0.0691893
all-images-CVIU11-pattern38-target56 1.06751 0.615262 0.0670134
all-images-CVIU11-pattern38-target57 8.32732 5.65972 0.18279
all-images-CVIU11-pattern38-target58 1.04501 0.693022 0.068009
all-images-CVIU11-pattern38-target59 4.79765 2.29912 0.134894
all-images-CVIU11-pattern38-target6 5.53117 2.78253 0.168032
all-images-CVIU11-pattern38-target60 2.53596 1.19236 0.110334
all-images-CVIU11-pattern38-target61 5.43829 2.58502 0.133189
all-images-CVIU11-pattern38-target62 5.65297 2.71141 0.152523
all-images-CVIU11-pattern38-target63 4.11121 2.23786 0.136013
all-images-CVIU11-pattern38-target64 3.02938 1.60554 0.0880127
all-images-CVIU11-pattern38-target65 3.02281 1.46908 0.0925104
all-images-CVIU11-pattern38-target66 1.26582 0.839181 0.0633001
all-images-CVIU11-pattern38-target67 5.65236 3.10357 0.172664
all-images-CVIU11-pattern38-target68 7.06712 3.50531 0.164567
all-images-CVIU11-pattern38-target69 7.35431 4.11376 0.19841
all-images-CVIU11-pattern38-target7 5.20274 2.46195 0.146472
all-images-CVIU11-pattern38-target70 6.24549 2.96746 0.150251
all-images-CVIU11-pattern38-target71 5.12151 2.34927 0.166524
