instance fatanode-results/gss-20210111 fatanode-results/gss-cliques-20210111 fatanode-results/gss-cliques-cliquesup-20210111 fatanode-results/gss-cliques-cliquesup-locallyinjective-20210111 fatanode-results/gss-cliques-cliquesup-noninjective-20210111 fatanode-results/gss-cliques-locallyinjective-20210111 fatanode-results/gss-cliques-noninjective-20210111 fatanode-results/gss-cliques-noninjective-nosupplementals-20210111 fatanode-results/gss-count-20210111 fatanode-results/gss-count-cliques-20210111 fatanode-results/gss-count-cliques-locallyinjective-20210111 fatanode-results/gss-count-cliques-noninjective-20210111 fatanode-results/gss-count-cliques-noninjective-nosupplementals-20210111 fatanode-results/gss-count-locallyinjective-20210111 fatanode-results/gss-count-noninjective-20210111 fatanode-results/gss-count-noninjective-nosupplementals-20210111 fatanode-results/gss-locallyinjective-20210111 fatanode-results/gss-noninjective-20210111 fatanode-results/gss-noninjective-nosupplementals-20210111
all-images-CVIU11-pattern5-target90 91 143 232 144 0 120 0 0 82 136 120 NaN NaN 107 NaN NaN 138 0 0
all-images-CVIU11-pattern5-target91 43 47 77 62 0 85 0 0 22 46 82 NaN NaN 42 NaN NaN 59 0 0
all-images-CVIU11-pattern5-target92 374 751 998 918 0 819 0 0 429 760 770 NaN NaN 546 NaN NaN 551 0 0
all-images-CVIU11-pattern5-target93 214 364 501 509 0 382 0 0 172 496 392 NaN NaN 344 NaN NaN 444 0 0
all-images-CVIU11-pattern5-target94 277 535 693 800 0 577 0 0 241 733 764 NaN NaN 361 NaN NaN 375 0 0
all-images-CVIU11-pattern5-target95 64 104 98 86 0 73 0 0 30 87 112 NaN NaN 92 NaN NaN 60 0 0
all-images-CVIU11-pattern5-target96 111 239 299 323 0 266 0 0 95 248 241 NaN NaN 195 NaN NaN 188 0 0
all-images-CVIU11-pattern5-target97 136 212 290 280 0 279 0 0 118 202 345 NaN NaN 187 NaN NaN 229 0 0
all-images-CVIU11-pattern5-target98 81 96 177 185 0 113 0 0 73 126 136 NaN NaN 72 NaN NaN 87 0 0
all-images-CVIU11-pattern5-target99 248 501 638 607 0 538 0 0 260 484 505 NaN NaN 366 NaN NaN 469 0 0
all-images-CVIU11-pattern6-target1 221 464 548 625 0 393 0 0 203 520 407 NaN NaN 278 NaN NaN 208 0 0
all-images-CVIU11-pattern6-target10 152 484 560 386 0 479 0 0 164 304 279 NaN NaN 202 NaN NaN 147 0 0
all-images-CVIU11-pattern6-target100 33 101 97 138 0 64 0 0 48 103 77 NaN NaN 44 NaN NaN 52 0 0
all-images-CVIU11-pattern6-target101 56 72 132 146 0 74 0 0 29 64 91 NaN NaN 31 NaN NaN 60 0 0
all-images-CVIU11-pattern6-target102 83 161 359 248 0 163 0 0 73 209 200 NaN NaN 68 NaN NaN 82 0 0
all-images-CVIU11-pattern6-target103 104 182 253 279 0 214 0 0 92 181 199 NaN NaN 78 NaN NaN 97 0 0
all-images-CVIU11-pattern6-target104 192 388 618 539 0 402 0 0 214 404 424 NaN NaN 192 NaN NaN 186 0 0
all-images-CVIU11-pattern6-target105 224 414 542 560 0 496 0 0 202 407 405 NaN NaN 241 NaN NaN 236 0 0
all-images-CVIU11-pattern6-target106 230 304 411 453 0 307 0 0 180 308 303 NaN NaN 167 NaN NaN 187 0 0
all-images-CVIU11-pattern6-target107 164 247 320 431 0 239 0 0 132 239 225 NaN NaN 108 NaN NaN 122 0 0
all-images-CVIU11-pattern6-target108 367 758 928 892 0 782 0 0 342 745 729 NaN NaN 303 NaN NaN 395 0 0
all-images-CVIU11-pattern6-target109 215 501 578 591 0 447 0 0 228 419 435 NaN NaN 203 NaN NaN 240 0 0
all-images-CVIU11-pattern6-target11 64 129 177 176 0 164 0 0 87 112 181 NaN NaN 64 NaN NaN 97 0 0
all-images-CVIU11-pattern6-target110 103 166 248 256 0 162 0 0 82 179 184 NaN NaN 113 NaN NaN 113 0 0
all-images-CVIU11-pattern6-target111 95 204 232 198 0 139 0 0 68 162 133 NaN NaN 121 NaN NaN 100 0 0
all-images-CVIU11-pattern6-target112 120 158 222 194 0 172 0 0 113 183 134 NaN NaN 64 NaN NaN 95 0 0
all-images-CVIU11-pattern6-target113 88 215 270 264 0 223 0 0 97 177 215 NaN NaN 127 NaN NaN 87 0 0
all-images-CVIU11-pattern6-target114 73 99 169 174 0 129 0 0 42 110 100 NaN NaN 69 NaN NaN 64 0 0
all-images-CVIU11-pattern6-target115 163 298 457 449 0 318 0 0 155 328 298 NaN NaN 171 NaN NaN 191 0 0
all-images-CVIU11-pattern6-target116 477 748 1025 1005 0 755 0 0 352 754 724 NaN NaN 320 NaN NaN 383 0 0
all-images-CVIU11-pattern6-target117 247 419 580 513 0 507 0 0 205 411 467 NaN NaN 170 NaN NaN 221 0 0
all-images-CVIU11-pattern6-target118 156 391 360 393 0 265 0 0 130 261 304 NaN NaN 174 NaN NaN 123 0 0
all-images-CVIU11-pattern6-target119 385 749 942 890 0 706 0 0 367 712 698 NaN NaN 342 NaN NaN 346 0 0
all-images-CVIU11-pattern6-target12 210 345 465 470 0 369 0 0 169 427 369 NaN NaN 162 NaN NaN 256 0 0
all-images-CVIU11-pattern6-target120 216 568 559 749 0 404 0 0 252 428 452 NaN NaN 296 NaN NaN 257 0 0
all-images-CVIU11-pattern6-target121 264 557 708 723 0 551 0 0 273 522 590 NaN NaN 257 NaN NaN 256 0 0
all-images-CVIU11-pattern6-target122 124 249 510 474 0 299 0 0 141 256 249 NaN NaN 117 NaN NaN 118 0 0
all-images-CVIU11-pattern6-target123 302 554 742 804 0 622 0 0 273 565 543 NaN NaN 264 NaN NaN 288 0 0
all-images-CVIU11-pattern6-target124 259 329 436 438 0 315 0 0 161 334 367 NaN NaN 168 NaN NaN 164 0 0
all-images-CVIU11-pattern6-target125 275 490 655 729 0 494 0 0 278 455 501 NaN NaN 243 NaN NaN 276 0 0
all-images-CVIU11-pattern6-target126 37 49 103 93 0 42 0 0 31 38 38 NaN NaN 17 NaN NaN 33 0 0
all-images-CVIU11-pattern6-target127 43 89 81 81 0 82 0 0 39 50 82 NaN NaN 36 NaN NaN 44 0 0
all-images-CVIU11-pattern6-target128 241 472 676 659 0 487 0 0 232 492 477 NaN NaN 195 NaN NaN 212 0 0
all-images-CVIU11-pattern6-target129 42 105 137 101 0 94 0 0 32 65 102 NaN NaN 44 NaN NaN 42 0 0
all-images-CVIU11-pattern6-target13 287 355 509 524 0 341 0 0 172 382 335 NaN NaN 271 NaN NaN 179 0 0
all-images-CVIU11-pattern6-target130 34 95 98 99 0 100 0 0 44 65 73 NaN NaN 43 NaN NaN 35 0 0
all-images-CVIU11-pattern6-target131 75 190 218 271 0 157 0 0 120 159 150 NaN NaN 105 NaN NaN 74 0 0
all-images-CVIU11-pattern6-target132 123 215 361 344 0 225 0 0 115 220 216 NaN NaN 120 NaN NaN 110 0 0
all-images-CVIU11-pattern6-target133 97 178 230 316 0 211 0 0 135 198 188 NaN NaN 121 NaN NaN 108 0 0
all-images-CVIU11-pattern6-target134 184 256 302 323 0 265 0 0 152 219 255 NaN NaN 95 NaN NaN 160 0 0
all-images-CVIU11-pattern6-target135 97 219 267 371 0 195 0 0 161 201 189 NaN NaN 91 NaN NaN 97 0 0
all-images-CVIU11-pattern6-target136 122 248 312 292 0 243 0 0 150 343 234 NaN NaN 119 NaN NaN 125 0 0
all-images-CVIU11-pattern6-target137 39 106 102 112 0 69 0 0 32 81 63 NaN NaN 46 NaN NaN 50 0 0
all-images-CVIU11-pattern6-target138 405 760 974 946 0 752 0 0 365 781 718 NaN NaN 352 NaN NaN 399 0 0
all-images-CVIU11-pattern6-target139 66 114 185 165 0 143 0 0 61 93 138 NaN NaN 37 NaN NaN 70 0 0
all-images-CVIU11-pattern6-target14 35 77 133 162 0 111 0 0 32 93 99 NaN NaN 30 NaN NaN 55 0 0
all-images-CVIU11-pattern6-target140 68 118 172 246 168 157 106 77 96 139 173 NaN NaN 88 NaN NaN 68 75 111
all-images-CVIU11-pattern6-target141 45 90 165 132 0 92 0 0 61 143 87 NaN NaN 62 NaN NaN 81 0 0
all-images-CVIU11-pattern6-target142 104 224 264 267 247 272 254 100 109 205 202 NaN NaN 115 NaN NaN 88 128 24
all-images-CVIU11-pattern6-target143 132 139 202 185 0 131 0 0 63 129 180 NaN NaN 96 NaN NaN 115 0 0
all-images-CVIU11-pattern6-target144 141 293 369 385 0 284 0 0 140 323 308 NaN NaN 187 NaN NaN 139 0 0
all-images-CVIU11-pattern6-target145 65 107 186 186 0 145 0 0 59 112 97 NaN NaN 62 NaN NaN 74 0 0
all-images-CVIU11-pattern6-target146 315 527 659 682 0 506 0 0 257 510 497 NaN NaN 222 NaN NaN 257 0 0
all-images-CVIU11-pattern6-target15 44 68 77 100 0 64 0 0 36 41 43 NaN NaN 28 NaN NaN 34 0 0
all-images-CVIU11-pattern6-target16 92 122 140 159 0 106 0 0 87 96 131 NaN NaN 77 NaN NaN 62 0 0
all-images-CVIU11-pattern6-target17 249 545 633 663 0 507 0 0 236 464 456 NaN NaN 247 NaN NaN 248 0 0
all-images-CVIU11-pattern6-target18 231 406 566 546 0 529 0 0 235 465 406 NaN NaN 194 NaN NaN 309 0 0
all-images-CVIU11-pattern6-target19 477 828 1102 1094 0 804 0 0 390 793 835 NaN NaN 505 NaN NaN 454 0 0
all-images-CVIU11-pattern6-target2 157 293 420 406 0 297 0 0 172 292 315 NaN NaN 134 NaN NaN 177 0 0
all-images-CVIU11-pattern6-target20 343 527 700 719 0 532 0 0 257 518 523 NaN NaN 279 NaN NaN 271 0 0
all-images-CVIU11-pattern6-target21 174 456 485 469 411 417 308 158 194 332 424 NaN NaN 173 NaN NaN 159 217 119
all-images-CVIU11-pattern6-target22 107 211 273 262 0 197 0 0 135 197 210 NaN NaN 104 NaN NaN 99 0 0
all-images-CVIU11-pattern6-target23 231 435 606 559 0 473 0 0 225 436 425 NaN NaN 245 NaN NaN 243 0 0
all-images-CVIU11-pattern6-target24 38 62 102 112 0 48 0 0 36 44 46 NaN NaN 19 NaN NaN 31 0 0
all-images-CVIU11-pattern6-target25 105 255 243 250 0 263 0 0 100 174 226 NaN NaN 111 NaN NaN 115 0 0
all-images-CVIU11-pattern6-target26 50 159 229 211 0 165 0 0 46 118 91 NaN NaN 64 NaN NaN 68 0 0
all-images-CVIU11-pattern6-target27 165 309 419 417 0 293 0 0 147 346 343 NaN NaN 141 NaN NaN 224 0 0
all-images-CVIU11-pattern6-target28 51 96 134 90 0 99 0 0 43 83 95 NaN NaN 29 NaN NaN 32 0 0
all-images-CVIU11-pattern6-target29 376 764 984 1005 0 739 0 0 427 796 791 NaN NaN 380 NaN NaN 411 0 0
all-images-CVIU11-pattern6-target3 240 448 633 641 0 452 0 0 245 445 476 NaN NaN 232 NaN NaN 293 0 0
all-images-CVIU11-pattern6-target30 312 628 754 716 0 527 0 0 280 519 541 NaN NaN 287 NaN NaN 280 0 0
all-images-CVIU11-pattern6-target31 260 439 536 539 0 427 0 0 192 534 426 NaN NaN 189 NaN NaN 271 0 0
all-images-CVIU11-pattern6-target32 459 873 1159 1139 0 893 0 0 460 876 920 NaN NaN 419 NaN NaN 442 0 0
all-images-CVIU11-pattern6-target33 409 813 1062 999 0 777 0 0 386 863 802 NaN NaN 441 NaN NaN 391 0 0
all-images-CVIU11-pattern6-target34 159 332 471 420 0 334 0 0 156 341 431 NaN NaN 151 NaN NaN 232 0 0
all-images-CVIU11-pattern6-target35 393 745 1019 947 0 755 0 0 378 730 752 NaN NaN 343 NaN NaN 348 0 0
all-images-CVIU11-pattern6-target36 138 210 423 284 0 321 0 0 158 233 264 NaN NaN 133 NaN NaN 158 0 0
all-images-CVIU11-pattern6-target37 396 955 909 916 0 753 0 0 455 686 717 NaN NaN 353 NaN NaN 372 0 0
all-images-CVIU11-pattern6-target38 314 633 940 844 0 649 0 0 336 617 631 NaN NaN 293 NaN NaN 308 0 0
all-images-CVIU11-pattern6-target39 233 232 348 359 0 245 0 0 110 213 221 NaN NaN 134 NaN NaN 182 0 0
all-images-CVIU11-pattern6-target4 212 401 547 557 0 431 0 0 222 461 480 NaN NaN 195 NaN NaN 208 0 0
all-images-CVIU11-pattern6-target40 192 358 544 437 0 338 0 0 175 373 326 NaN NaN 154 NaN NaN 208 0 0
all-images-CVIU11-pattern6-target41 184 293 399 431 0 345 0 0 157 349 322 NaN NaN 175 NaN NaN 171 0 0
all-images-CVIU11-pattern6-target42 220 348 478 454 0 370 0 0 192 436 333 NaN NaN 177 NaN NaN 182 0 0
all-images-CVIU11-pattern6-target43 305 629 750 733 0 600 0 0 282 614 582 NaN NaN 286 NaN NaN 280 0 0
all-images-CVIU11-pattern6-target44 411 857 1147 1151 0 831 0 0 440 793 842 NaN NaN 385 NaN NaN 541 0 0
all-images-CVIU11-pattern6-target45 416 756 1101 984 0 756 0 0 457 736 750 NaN NaN 372 NaN NaN 469 0 0
all-images-CVIU11-pattern6-target46 206 345 476 443 0 428 0 0 177 389 338 NaN NaN 207 NaN NaN 186 0 0
all-images-CVIU11-pattern6-target47 328 662 812 781 0 615 0 0 312 653 648 NaN NaN 309 NaN NaN 300 0 0
all-images-CVIU11-pattern6-target48 120 177 261 294 0 237 0 0 83 203 210 NaN NaN 110 NaN NaN 107 0 0
all-images-CVIU11-pattern6-target49 179 398 477 445 0 327 0 0 189 368 349 NaN NaN 161 NaN NaN 240 0 0
all-images-CVIU11-pattern6-target5 293 616 837 931 0 595 0 0 295 611 605 NaN NaN 276 NaN NaN 302 0 0
all-images-CVIU11-pattern6-target50 357 729 884 882 0 660 0 0 337 686 661 NaN NaN 351 NaN NaN 348 0 0
all-images-CVIU11-pattern6-target51 135 250 376 347 0 315 0 0 228 303 263 NaN NaN 178 NaN NaN 187 0 0
all-images-CVIU11-pattern6-target52 184 286 478 370 0 288 0 0 159 305 266 NaN NaN 167 NaN NaN 142 0 0
all-images-CVIU11-pattern6-target53 89 194 248 261 0 167 0 0 121 179 225 NaN NaN 106 NaN NaN 120 0 0
all-images-CVIU11-pattern6-target54 100 182 286 359 0 251 0 0 122 216 174 NaN NaN 86 NaN NaN 133 0 0
all-images-CVIU11-pattern6-target55 82 156 207 290 0 156 0 0 75 195 156 NaN NaN 74 NaN NaN 118 0 0
all-images-CVIU11-pattern6-target56 94 120 158 164 0 179 0 0 53 157 115 NaN NaN 73 NaN NaN 67 0 0
all-images-CVIU11-pattern6-target57 473 872 1156 1135 0 844 0 0 428 910 832 NaN NaN 412 NaN NaN 443 0 0
all-images-CVIU11-pattern6-target58 66 175 219 258 0 155 0 0 62 155 150 NaN NaN 57 NaN NaN 60 0 0
all-images-CVIU11-pattern6-target59 278 525 741 703 0 538 0 0 294 521 553 NaN NaN 312 NaN NaN 384 0 0
all-images-CVIU11-pattern6-target6 312 581 797 767 0 561 0 0 294 601 565 NaN NaN 290 NaN NaN 410 0 0
all-images-CVIU11-pattern6-target60 149 271 365 361 0 279 0 0 136 366 272 NaN NaN 124 NaN NaN 140 0 0
all-images-CVIU11-pattern6-target61 278 517 701 815 0 501 0 0 337 504 593 NaN NaN 361 NaN NaN 238 0 0
all-images-CVIU11-pattern6-target62 336 690 854 805 0 589 0 0 322 641 576 NaN NaN 304 NaN NaN 347 0 0
all-images-CVIU11-pattern6-target63 232 446 588 641 0 455 0 0 243 427 422 NaN NaN 224 NaN NaN 363 0 0
all-images-CVIU11-pattern6-target64 146 310 390 438 0 305 0 0 207 294 334 NaN NaN 134 NaN NaN 184 0 0
all-images-CVIU11-pattern6-target65 221 276 418 372 0 271 0 0 131 360 275 NaN NaN 125 NaN NaN 146 0 0
all-images-CVIU11-pattern6-target66 102 190 212 212 0 196 0 0 94 192 142 NaN NaN 101 NaN NaN 90 0 0
all-images-CVIU11-pattern6-target67 456 612 888 824 0 608 0 0 349 629 639 NaN NaN 295 NaN NaN 310 0 0
all-images-CVIU11-pattern6-target68 475 716 1118 1074 0 785 0 0 367 703 755 NaN NaN 318 NaN NaN 361 0 0
all-images-CVIU11-pattern6-target69 591 829 1089 1087 0 786 0 0 390 811 875 NaN NaN 350 NaN NaN 500 0 0
all-images-CVIU11-pattern6-target7 302 614 730 689 0 544 0 0 286 518 535 NaN NaN 283 NaN NaN 268 0 0
all-images-CVIU11-pattern6-target70 347 669 870 886 0 689 0 0 350 639 731 NaN NaN 317 NaN NaN 326 0 0
all-images-CVIU11-pattern6-target71 274 486 694 743 0 509 0 0 245 509 523 NaN NaN 225 NaN NaN 335 0 0
all-images-CVIU11-pattern6-target72 255 428 651 581 0 466 0 0 238 450 426 NaN NaN 232 NaN NaN 232 0 0
all-images-CVIU11-pattern6-target73 352 711 906 910 0 673 0 0 361 667 644 NaN NaN 452 NaN NaN 337 0 0
all-images-CVIU11-pattern6-target74 378 765 908 969 0 740 0 0 384 702 747 NaN NaN 356 NaN NaN 364 0 0
all-images-CVIU11-pattern6-target75 411 718 995 969 0 713 0 0 401 725 726 NaN NaN 350 NaN NaN 370 0 0
all-images-CVIU11-pattern6-target76 400 763 1035 1139 0 752 0 0 416 793 777 NaN NaN 446 NaN NaN 389 0 0
all-images-CVIU11-pattern6-target77 398 751 1029 997 0 785 0 0 355 800 732 NaN NaN 355 NaN NaN 535 0 0
all-images-CVIU11-pattern6-target78 412 749 957 933 0 729 0 0 386 697 722 NaN NaN 352 NaN NaN 367 0 0
all-images-CVIU11-pattern6-target79 72 164 177 193 0 126 0 0 98 158 145 NaN NaN 56 NaN NaN 62 0 0
all-images-CVIU11-pattern6-target8 142 284 472 389 0 355 0 0 163 273 369 NaN NaN 123 NaN NaN 173 0 0
all-images-CVIU11-pattern6-target80 121 161 350 245 0 169 0 0 98 228 186 NaN NaN 66 NaN NaN 80 0 0
all-images-CVIU11-pattern6-target81 146 306 363 373 0 318 0 0 187 272 318 NaN NaN 187 NaN NaN 141 0 0
all-images-CVIU11-pattern6-target82 233 391 547 585 0 398 0 0 207 550 377 NaN NaN 187 NaN NaN 229 0 0
all-images-CVIU11-pattern6-target83 222 587 595 726 0 417 0 0 301 460 420 NaN NaN 217 NaN NaN 235 0 0
all-images-CVIU11-pattern6-target84 26 43 62 63 0 25 0 0 12 41 25 NaN NaN 18 NaN NaN 22 0 0
all-images-CVIU11-pattern6-target85 356 676 809 671 0 542 0 0 304 642 548 NaN NaN 291 NaN NaN 277 0 0
all-images-CVIU11-pattern6-target86 163 348 441 545 0 320 0 0 184 323 344 NaN NaN 179 NaN NaN 160 0 0
all-images-CVIU11-pattern6-target87 136 297 429 377 0 284 0 0 164 279 292 NaN NaN 142 NaN NaN 135 0 0
all-images-CVIU11-pattern6-target88 350 531 678 643 0 465 0 0 279 472 474 NaN NaN 241 NaN NaN 267 0 0
all-images-CVIU11-pattern6-target89 97 204 264 238 0 184 0 0 92 173 177 NaN NaN 119 NaN NaN 138 0 0
all-images-CVIU11-pattern6-target9 232 329 481 379 0 273 0 0 129 265 295 NaN NaN 127 NaN NaN 139 0 0
all-images-CVIU11-pattern6-target90 46 116 162 158 0 100 0 0 48 154 128 NaN NaN 41 NaN NaN 72 0 0
all-images-CVIU11-pattern6-target91 33 42 104 60 0 66 0 0 20 66 62 NaN NaN 28 NaN NaN 31 0 0
all-images-CVIU11-pattern6-target92 368 707 995 934 0 707 0 0 363 731 742 NaN NaN 331 NaN NaN 343 0 0
all-images-CVIU11-pattern6-target93 181 472 449 580 0 428 0 0 157 380 329 NaN NaN 152 NaN NaN 213 0 0
all-images-CVIU11-pattern6-target94 278 691 817 685 0 739 0 0 251 491 489 NaN NaN 323 NaN NaN 240 0 0
all-images-CVIU11-pattern6-target95 47 88 105 138 0 69 0 0 26 89 90 NaN NaN 24 NaN NaN 49 0 0
all-images-CVIU11-pattern6-target96 134 195 297 299 0 209 0 0 118 189 286 NaN NaN 93 NaN NaN 156 0 0
all-images-CVIU11-pattern6-target97 104 201 315 297 0 200 0 0 110 242 193 NaN NaN 95 NaN NaN 151 0 0
all-images-CVIU11-pattern6-target98 66 84 153 126 0 101 0 0 62 127 85 NaN NaN 59 NaN NaN 64 0 0
all-images-CVIU11-pattern6-target99 259 473 638 659 0 456 0 0 232 475 454 NaN NaN 214 NaN NaN 244 0 0
all-images-CVIU11-pattern7-target1 227 451 586 785 0 588 0 0 217 433 393 NaN NaN 203 NaN NaN 224 0 0
all-images-CVIU11-pattern7-target10 181 312 410 429 0 295 0 0 157 442 289 NaN NaN 140 NaN NaN 167 0 0
all-images-CVIU11-pattern7-target100 59 106 160 107 0 100 0 0 40 117 78 NaN NaN 32 NaN NaN 54 0 0
all-images-CVIU11-pattern7-target101 71 119 110 121 0 112 0 0 56 89 70 NaN NaN 46 NaN NaN 47 0 0
all-images-CVIU11-pattern7-target102 91 244 244 247 0 240 0 0 122 204 162 NaN NaN 98 NaN NaN 103 0 0
all-images-CVIU11-pattern7-target103 114 202 365 401 0 231 0 0 143 234 224 NaN NaN 92 NaN NaN 99 0 0
all-images-CVIU11-pattern7-target104 216 411 586 655 0 441 0 0 209 436 418 NaN NaN 184 NaN NaN 246 0 0
all-images-CVIU11-pattern7-target105 247 489 587 603 0 410 0 0 240 466 420 NaN NaN 231 NaN NaN 237 0 0
all-images-CVIU11-pattern7-target106 176 348 473 419 0 325 0 0 204 341 313 NaN NaN 219 NaN NaN 183 0 0
all-images-CVIU11-pattern7-target107 121 265 458 311 0 230 0 0 180 225 212 NaN NaN 100 NaN NaN 135 0 0
all-images-CVIU11-pattern7-target108 370 771 931 915 0 748 0 0 367 802 731 NaN NaN 377 NaN NaN 346 0 0
all-images-CVIU11-pattern7-target109 237 461 631 585 0 438 0 0 241 457 558 NaN NaN 199 NaN NaN 213 0 0
all-images-CVIU11-pattern7-target11 85 138 182 271 0 151 0 0 86 138 192 NaN NaN 70 NaN NaN 68 0 0
all-images-CVIU11-pattern7-target110 146 167 362 222 0 203 0 0 85 183 144 NaN NaN 107 NaN NaN 133 0 0
all-images-CVIU11-pattern7-target111 136 222 262 207 0 190 0 0 74 160 150 NaN NaN 103 NaN NaN 132 0 0
all-images-CVIU11-pattern7-target112 80 189 328 229 0 168 0 0 73 154 205 NaN NaN 101 NaN NaN 72 0 0
all-images-CVIU11-pattern7-target113 100 205 329 313 0 267 0 0 149 299 194 NaN NaN 114 NaN NaN 127 0 0
all-images-CVIU11-pattern7-target114 89 110 177 169 0 154 0 0 52 104 96 NaN NaN 43 NaN NaN 75 0 0
all-images-CVIU11-pattern7-target115 252 344 438 464 0 306 0 0 203 362 333 NaN NaN 178 NaN NaN 169 0 0
all-images-CVIU11-pattern7-target116 422 890 1004 1002 0 766 0 0 356 772 728 NaN NaN 351 NaN NaN 376 0 0
all-images-CVIU11-pattern7-target117 200 571 527 548 0 403 0 0 192 399 387 NaN NaN 177 NaN NaN 190 0 0
all-images-CVIU11-pattern7-target118 166 278 382 396 0 287 0 0 138 359 287 NaN NaN 121 NaN NaN 134 0 0
all-images-CVIU11-pattern7-target119 405 747 936 974 0 859 0 0 366 748 688 NaN NaN 366 NaN NaN 371 0 0
all-images-CVIU11-pattern7-target12 204 373 565 558 0 354 0 0 181 355 422 NaN NaN 257 NaN NaN 233 0 0
all-images-CVIU11-pattern7-target120 321 433 739 602 0 414 0 0 232 429 546 NaN NaN 191 NaN NaN 199 0 0
all-images-CVIU11-pattern7-target121 308 595 739 780 0 552 0 0 276 572 619 NaN NaN 254 NaN NaN 418 0 0
all-images-CVIU11-pattern7-target122 228 287 382 358 0 260 0 0 135 273 335 NaN NaN 160 NaN NaN 131 0 0
all-images-CVIU11-pattern7-target123 313 588 751 717 0 544 0 0 418 594 583 NaN NaN 248 NaN NaN 311 0 0
all-images-CVIU11-pattern7-target124 201 365 470 426 0 369 0 0 231 480 331 NaN NaN 190 NaN NaN 180 0 0
all-images-CVIU11-pattern7-target125 285 509 774 643 0 502 0 0 252 493 485 NaN NaN 230 NaN NaN 248 0 0
all-images-CVIU11-pattern7-target126 46 72 69 80 0 65 0 0 42 81 40 NaN NaN 31 NaN NaN 22 0 0
all-images-CVIU11-pattern7-target127 36 97 108 102 0 75 0 0 52 68 54 NaN NaN 34 NaN NaN 52 0 0
all-images-CVIU11-pattern7-target128 231 467 671 673 0 547 0 0 231 466 450 NaN NaN 271 NaN NaN 228 0 0
all-images-CVIU11-pattern7-target129 68 74 105 102 0 67 0 0 33 107 64 NaN NaN 42 NaN NaN 38 0 0
all-images-CVIU11-pattern7-target13 185 366 483 466 0 345 0 0 200 353 351 NaN NaN 157 NaN NaN 174 0 0
all-images-CVIU11-pattern7-target130 50 79 147 137 0 91 0 0 33 105 64 NaN NaN 27 NaN NaN 37 0 0
all-images-CVIU11-pattern7-target131 128 175 238 214 0 165 0 0 103 201 148 NaN NaN 85 NaN NaN 122 0 0
all-images-CVIU11-pattern7-target132 147 274 306 305 0 229 0 0 139 223 221 NaN NaN 112 NaN NaN 142 0 0
all-images-CVIU11-pattern7-target133 145 204 402 247 0 185 0 0 104 206 175 NaN NaN 88 NaN NaN 108 0 0
all-images-CVIU11-pattern7-target134 120 334 431 368 0 233 0 0 112 287 336 NaN NaN 103 NaN NaN 123 0 0
all-images-CVIU11-pattern7-target135 135 256 296 278 0 214 0 0 160 205 253 NaN NaN 95 NaN NaN 106 0 0
all-images-CVIU11-pattern7-target136 152 234 330 298 0 274 0 0 183 235 226 NaN NaN 153 NaN NaN 122 0 0
all-images-CVIU11-pattern7-target137 68 91 147 149 0 69 0 0 64 120 109 NaN NaN 52 NaN NaN 56 0 0
all-images-CVIU11-pattern7-target138 485 842 1063 1234 0 724 0 0 392 742 734 NaN NaN 353 NaN NaN 421 0 0
all-images-CVIU11-pattern7-target139 66 167 225 203 0 94 0 0 89 104 146 NaN NaN 39 NaN NaN 80 0 0
all-images-CVIU11-pattern7-target14 72 90 122 140 0 78 0 0 37 82 110 NaN NaN 31 NaN NaN 37 0 0
all-images-CVIU11-pattern7-target140 110 137 209 216 188 159 112 68 63 159 176 NaN NaN 51 NaN NaN 79 49 67
all-images-CVIU11-pattern7-target141 60 130 142 163 0 139 0 0 61 155 97 NaN NaN 42 NaN NaN 48 0 0
all-images-CVIU11-pattern7-target142 107 217 321 309 241 200 182 103 129 211 194 NaN NaN 109 NaN NaN 103 78 16
all-images-CVIU11-pattern7-target143 82 169 259 195 0 158 0 0 66 146 128 NaN NaN 60 NaN NaN 77 0 0
all-images-CVIU11-pattern7-target144 158 366 389 433 0 408 0 0 149 378 302 NaN NaN 200 NaN NaN 146 0 0
all-images-CVIU11-pattern7-target145 67 127 158 183 0 164 0 0 80 153 136 NaN NaN 74 NaN NaN 92 0 0
all-images-CVIU11-pattern7-target146 264 521 788 659 0 481 0 0 306 584 539 NaN NaN 269 NaN NaN 242 0 0
all-images-CVIU11-pattern7-target15 47 49 94 67 0 67 0 0 39 73 63 NaN NaN 30 NaN NaN 25 0 0
all-images-CVIU11-pattern7-target16 66 176 261 154 0 137 0 0 70 155 104 NaN NaN 48 NaN NaN 95 0 0
all-images-CVIU11-pattern7-target17 340 489 744 643 0 502 0 0 258 467 473 NaN NaN 220 NaN NaN 244 0 0
all-images-CVIU11-pattern7-target18 252 442 622 558 0 440 0 0 207 448 446 NaN NaN 287 NaN NaN 279 0 0
all-images-CVIU11-pattern7-target19 419 912 1128 1054 0 841 0 0 457 919 831 NaN NaN 376 NaN NaN 379 0 0
all-images-CVIU11-pattern7-target2 175 317 464 401 0 298 0 0 152 363 301 NaN NaN 211 NaN NaN 145 0 0
all-images-CVIU11-pattern7-target20 291 571 710 708 0 527 0 0 402 565 508 NaN NaN 299 NaN NaN 295 0 0
all-images-CVIU11-pattern7-target21 212 465 509 473 437 350 325 160 206 381 378 NaN NaN 167 NaN NaN 167 196 38
all-images-CVIU11-pattern7-target22 160 298 268 278 0 274 0 0 135 207 199 NaN NaN 122 NaN NaN 103 0 0
